APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
AMZN,2338.73,100,1
AMZN,2364.7,100,1
ZM,160.82,325,0
APPL,286.43,200,0
ZM,156.57,425,0
ZM,157.51,300,0
AMZN,2342.1,300,1
APPL,280.2,350,0
ZM,164.35,475,0
AMZN,2355.18,350,1
APPL,285.22,300,0
AMZN,2344.36,250,1
AMZN,2350.28,50,0
APPL,287.59,100,0
ZM,156.82,25,1
APPL,284.22,225,1
APPL,286.76,50,1
ZM,162.68,75,1
APPL,277.92,50,1
AMZN,2368.17,450,0
AMZN,2360.55,400,0
AMZN,2347.36,650,0
APPL,285.05,50,0
AMZN,2400.71,350,0
ZM,156.31,400,0
AMZN,2377.4,700,0
APPL,282.34,175,1
AMZN,2412.72,700,0
ZM,158.0,225,0
APPL,284.12,200,1
APPL,281.03,100,0
APPL,286.57,450,0
AMZN,2339.33,200,1
ZM,160.59,75,1
APPL,282.84,300,0
APPL,286.29,100,1
AMZN,2335.86,350,1
APPL,284.36,225,0
AMZN,2355.77,700,0
ZM,157.44,50,0
AMZN,2338.89,200,1
APPL,282.52,275,0
ZM,163.12,450,0
ZM,159.27,75,1
AMZN,2339.84,800,0
APPL,278.83,75,1
APPL,282.02,200,0
AMZN,2348.37,0,1
AMZN,2409.43,650,1
AMZN,2367.34,850,1
APPL,286.92,425,1
ZM,159.02,475,0
AMZN,2367.32,300,1
ZM,156.23,425,0
AMZN,2336.19,350,0
APPL,279.85,300,0
ZM,162.88,250,0
AMZN,2369.85,900,0
ZM,163.82,25,1
ZM,159.52,125,0
APPL,279.71,400,0
AMZN,2356.16,200,0
ZM,157.1,200,1
AMZN,2393.12,0,0
AMZN,2388.5,100,0
APPL,284.88,300,1
APPL,281.88,300,0
ZM,156.28,200,1
AMZN,2375.73,450,1
APPL,281.22,325,1
AMZN,2400.11,800,1
APPL,284.79,150,0
APPL,280.08,325,0
APPL,280.36,25,0
AMZN,2356.52,650,1
ZM,156.55,275,0
ZM,157.16,25,1
AMZN,2405.8,300,0
APPL,284.76,150,0
AMZN,2343.18,100,1
AMZN,2410.55,700,1
AMZN,2347.4,900,1
ZM,160.0,450,1
ZM,156.33,475,0
ZM,160.05,25,0
AMZN,2337.07,700,1
ZM,162.37,450,0
ZM,159.88,75,0
APPL,283.7,75,1
AMZN,2394.2,300,1
AMZN,2381.07,550,0
AMZN,2383.53,400,1
APPL,284.18,150,0
AMZN,2352.52,900,0
AMZN,2414.49,950,0
AMZN,2347.47,250,0
APPL,286.2,150,1
ZM,159.29,350,0
APPL,286.05,275,1
ZM,163.1,50,1
APPL,280.74,450,0
APPL,283.56,200,0
ZM,156.94,250,1
APPL,281.53,25,0
APPL,283.1,150,1
AMZN,2356.19,600,0
APPL,284.65,250,1
APPL,281.77,25,1
ZM,155.67,250,0
APPL,287.69,125,0
ZM,159.85,125,1
ZM,164.49,25,0
APPL,286.49,300,1
APPL,285.81,150,0
APPL,286.48,25,0
APPL,282.76,275,1
AMZN,2384.11,50,1
ZM,163.63,100,0
ZM,157.87,25,0
APPL,283.77,375,1
AMZN,2404.57,700,0
AMZN,2345.43,50,1
AMZN,2379.56,750,1
ZM,160.26,150,0
APPL,285.56,375,0
APPL,281.04,175,0
AMZN,2359.22,550,0
ZM,159.93,175,1
AMZN,2364.14,100,1
ZM,164.5,300,0
AMZN,2413.6,400,0
ZM,164.38,300,0
AMZN,2367.68,950,0
APPL,280.37,50,1
APPL,282.56,150,1
ZM,159.36,0,1
AMZN,2410.47,750,0
APPL,287.38,200,1
AMZN,2396.2,800,0
APPL,280.72,325,1
APPL,286.04,375,0
AMZN,2369.96,400,0
APPL,282.7,50,1
APPL,280.14,25,0
ZM,157.05,75,0
ZM,163.62,100,1
APPL,285.43,175,1
AMZN,2350.62,50,0
APPL,278.67,0,0
APPL,284.52,475,1
AMZN,2393.18,100,0
AMZN,2410.27,450,0
APPL,282.54,50,1
AMZN,2367.83,800,1
ZM,159.14,200,0
APPL,279.77,200,1
APPL,282.83,150,0
ZM,163.89,225,1
AMZN,2352.5,950,0
AMZN,2362.55,400,0
ZM,158.13,425,0
ZM,157.53,175,1
ZM,158.0,300,0
AMZN,2339.43,150,1
ZM,161.13,100,0
APPL,282.65,275,0
AMZN,2364.23,700,1
APPL,281.54,325,1
ZM,164.19,300,1
ZM,162.21,275,1
APPL,287.78,275,1
APPL,278.85,450,0
ZM,163.02,25,1
APPL,278.59,375,0
APPL,282.87,125,0
ZM,161.37,300,1
AMZN,2377.99,950,0
AMZN,2362.39,450,0
AMZN,2410.97,400,1
APPL,286.35,350,1
ZM,157.56,200,0
ZM,162.51,375,1
APPL,284.9,50,1
APPL,281.9,75,1
APPL,279.46,125,1
ZM,156.86,150,0
AMZN,2341.71,150,1
ZM,156.89,50,0
APPL,278.37,0,0
ZM,162.44,450,1
APPL,280.59,350,1
ZM,159.72,75,1
ZM,157.71,75,0
AMZN,2366.39,350,0
AMZN,2335.34,450,0
AMZN,2346.11,950,0
APPL,279.05,100,0
APPL,283.31,0,0
APPL,284.54,175,1
APPL,278.8,250,0
ZM,161.77,350,1
APPL,278.42,50,1
AMZN,2401.9,0,0
ZM,163.36,225,0
AMZN,2335.28,800,0
ZM,161.93,450,0
AMZN,2337.47,900,1
AMZN,2354.66,0,0
APPL,282.63,0,0
ZM,157.72,400,1
APPL,284.71,250,1
ZM,163.72,350,0
APPL,278.01,225,1
ZM,158.72,400,1
APPL,285.4,325,1
ZM,164.11,375,1
ZM,159.08,350,0
APPL,280.02,0,1
APPL,282.16,250,1
APPL,285.27,475,0
APPL,285.36,225,0
APPL,281.44,300,1
APPL,285.34,250,0
AMZN,2408.09,250,1
ZM,158.63,25,0
ZM,158.22,475,1
ZM,164.19,375,1
APPL,284.59,0,1
APPL,279.78,0,0
ZM,161.86,175,0
AMZN,2401.3,850,0
AMZN,2345.04,500,0
AMZN,2403.34,0,0
APPL,279.77,275,0
ZM,163.33,350,1
APPL,279.84,350,0
APPL,284.8,300,0
ZM,158.99,25,0
ZM,156.84,25,1
AMZN,2374.84,400,0
APPL,283.39,150,1
ZM,158.59,350,1
AMZN,2343.79,950,1
APPL,280.12,200,1
AMZN,2353.31,450,0
AMZN,2340.36,900,1
ZM,159.34,175,0
APPL,287.11,325,0
APPL,282.2,50,1
ZM,160.06,450,1
ZM,157.52,100,0
ZM,160.27,325,1
AMZN,2348.99,250,0
APPL,282.94,125,1
APPL,287.51,425,1
AMZN,2384.06,850,0
ZM,157.35,325,0
APPL,283.64,175,0
APPL,280.26,425,1
AMZN,2376.06,650,1
APPL,286.68,400,1
ZM,163.1,25,1
APPL,278.17,300,0
AMZN,2369.7,100,0
APPL,285.57,350,0
ZM,161.18,250,0
AMZN,2354.46,300,0
AMZN,2403.71,450,1
APPL,278.92,0,0
ZM,157.26,400,1
ZM,164.49,50,1
ZM,159.25,200,1
APPL,286.83,50,0
ZM,157.01,150,1
ZM,158.58,75,0
AMZN,2349.17,450,0
ZM,161.57,350,0
APPL,287.42,225,1
ZM,163.78,0,0
ZM,163.0,75,1
APPL,287.3,475,1
ZM,158.78,175,0
APPL,280.92,450,0
AMZN,2396.84,700,0
APPL,278.05,75,1
ZM,162.52,0,1
APPL,280.77,300,1
ZM,162.68,75,0
APPL,286.32,325,0
APPL,281.82,0,1
ZM,161.32,475,0
APPL,285.11,275,0
ZM,163.85,375,0
AMZN,2398.56,700,1
ZM,160.42,100,1
APPL,282.9,100,0
ZM,163.86,0,1
APPL,286.17,150,0
APPL,281.22,175,1
AMZN,2413.03,900,1
ZM,160.37,125,0
APPL,287.43,175,0
APPL,279.48,25,1
APPL,283.29,125,0
AMZN,2367.39,350,0
APPL,283.42,325,0
AMZN,2342.01,50,0
ZM,161.38,50,1
AMZN,2405.92,600,0
APPL,287.14,50,1
AMZN,2400.46,800,1
APPL,280.56,475,0
APPL,282.95,75,0
ZM,158.84,75,0
ZM,160.76,375,0
ZM,161.48,375,0
AMZN,2367.94,950,1
APPL,283.21,300,0
APPL,285.58,175,1
APPL,278.33,375,1
AMZN,2391.21,800,1
ZM,159.36,450,0
ZM,162.26,50,0
AMZN,2364.27,500,0
ZM,158.75,350,0
ZM,162.65,250,0
ZM,159.79,0,1
ZM,158.28,50,1
ZM,162.09,450,1
APPL,285.7,300,0
APPL,279.31,125,1
APPL,283.5,400,1
AMZN,2390.5,500,0
ZM,158.42,50,0
APPL,285.78,425,1
ZM,161.92,250,0
APPL,287.39,100,0
ZM,155.76,150,0
ZM,160.37,225,0
ZM,155.93,200,0
APPL,287.46,0,1
APPL,279.27,75,1
AMZN,2388.97,500,1
ZM,160.6,300,1
APPL,278.54,325,0
AMZN,2338.85,400,1
ZM,161.09,400,0
APPL,279.96,375,1
ZM,155.97,475,1
ZM,160.85,375,1
ZM,162.14,275,1
ZM,162.27,325,0
AMZN,2359.02,100,1
ZM,155.93,200,1
AMZN,2356.55,850,0
APPL,279.03,450,1
ZM,162.71,325,0
AMZN,2386.23,100,0
APPL,287.13,50,0
ZM,155.86,300,0
AMZN,2369.5,400,1
AMZN,2382.28,800,1
APPL,283.73,125,1
APPL,282.32,200,1
ZM,159.28,300,0
ZM,161.1,125,0
ZM,157.45,400,1
AMZN,2394.42,950,0
AMZN,2374.69,550,1
AMZN,2358.48,700,1
APPL,286.42,100,1
APPL,282.1,150,1
APPL,286.63,150,0
ZM,158.86,425,0
ZM,162.45,300,1
ZM,161.77,275,0
AMZN,2414.75,650,1
AMZN,2411.69,350,1
AMZN,2397.63,800,1
APPL,284.84,100,0
APPL,280.02,125,1
ZM,163.79,0,0
AMZN,2377.05,700,0
AMZN,2344.61,900,1
ZM,156.99,175,0
APPL,281.63,50,0
AMZN,2390.68,0,1
APPL,284.06,75,1
AMZN,2361.72,350,1
ZM,157.13,0,1
ZM,164.44,225,0
ZM,156.57,400,0
AMZN,2382.22,750,0
ZM,156.35,125,0
APPL,282.23,250,0
AMZN,2339.48,300,0
AMZN,2357.68,350,1
AMZN,2361.3,50,1
APPL,282.51,0,0
ZM,157.77,25,1
APPL,280.52,300,0
ZM,159.42,400,1
APPL,278.1,125,1
ZM,161.5,375,1
APPL,286.76,50,1
ZM,161.24,425,1
AMZN,2388.47,850,0
APPL,280.77,150,1
ZM,163.29,375,1
ZM,158.96,150,0
AMZN,2341.03,750,1
ZM,157.7,400,0
APPL,286.47,225,1
ZM,159.12,450,0
APPL,278.15,300,0
AMZN,2336.11,250,1
ZM,156.77,175,1
AMZN,2414.12,900,1
APPL,278.31,0,1
APPL,277.96,400,1
APPL,284.67,125,1
AMZN,2354.16,850,0
ZM,158.97,0,1
APPL,280.79,400,0
AMZN,2408.46,450,1
ZM,157.57,75,1
AMZN,2353.57,50,1
APPL,280.74,450,0
AMZN,2359.15,950,0
AMZN,2378.88,200,1
AMZN,2399.3,950,1
APPL,285.95,175,1
ZM,159.9,125,0
ZM,158.2,325,1
AMZN,2357.88,650,0
AMZN,2376.32,100,1
APPL,285.25,175,0
AMZN,2408.85,450,1
AMZN,2349.8,600,0
ZM,161.49,275,1
APPL,280.84,175,0
ZM,162.69,25,0
APPL,284.28,50,0
ZM,157.19,300,1
ZM,164.13,200,1
AMZN,2368.8,950,0
APPL,285.84,375,1
ZM,162.62,175,0
ZM,161.45,350,0
APPL,278.69,225,0
AMZN,2339.13,0,0
AMZN,2408.76,500,1
ZM,159.23,150,0
ZM,164.42,150,1
APPL,283.4,125,0
AMZN,2397.82,750,0
AMZN,2352.33,400,0
APPL,284.57,275,1
AMZN,2359.81,50,1
AMZN,2335.77,950,1
AMZN,2391.37,950,0
AMZN,2364.33,750,1
AMZN,2408.88,950,0
ZM,161.91,125,0
APPL,278.78,375,1
ZM,158.08,325,0
APPL,279.05,75,0
ZM,163.9,300,0
ZM,158.36,450,0
ZM,162.87,450,1
AMZN,2397.34,700,1
APPL,278.81,250,0
ZM,157.2,325,1
ZM,158.14,475,0
APPL,278.77,25,0
ZM,164.43,200,1
APPL,277.96,350,0
ZM,157.85,150,1
AMZN,2368.62,900,0
AMZN,2365.25,350,1
ZM,163.21,125,0
ZM,163.0,325,0
ZM,158.24,25,0
AMZN,2363.79,250,1
ZM,162.35,300,1
APPL,283.6,425,1
AMZN,2383.45,700,1
ZM,156.38,450,1
ZM,164.46,375,1
AMZN,2396.47,800,0
APPL,286.27,350,0
ZM,160.56,350,1
ZM,162.86,100,0
AMZN,2359.12,900,0
AMZN,2345.25,50,0
ZM,155.69,275,0
ZM,161.95,175,0
APPL,287.65,475,1
AMZN,2353.75,950,0
AMZN,2360.77,650,1
AMZN,2398.39,550,0
APPL,278.37,25,0
ZM,159.58,200,0
APPL,285.92,425,0
APPL,281.85,450,1
APPL,281.55,425,0
AMZN,2385.19,700,1
AMZN,2412.33,0,0
ZM,159.83,175,0
APPL,282.17,475,1
APPL,283.27,100,0
ZM,155.7,325,1
ZM,162.0,375,1
APPL,284.37,150,0
APPL,278.44,150,0
ZM,163.4,325,1
ZM,161.03,400,1
ZM,155.73,0,0
AMZN,2409.3,800,1
ZM,161.87,75,0
ZM,161.67,350,0
APPL,287.31,475,0
ZM,161.66,325,1
APPL,280.81,75,1
ZM,159.17,325,1
APPL,279.77,150,1
ZM,159.25,25,1
APPL,281.97,150,1
APPL,283.13,200,1
ZM,163.36,275,0
ZM,160.04,350,0
ZM,163.02,400,0
APPL,279.49,25,0
ZM,159.99,200,1
AMZN,2414.29,0,1
AMZN,2347.3,500,0
ZM,159.65,25,0
APPL,278.13,150,1
ZM,161.46,275,0
APPL,280.21,175,1
ZM,164.1,150,1
ZM,156.06,150,1
AMZN,2344.57,750,1
APPL,282.35,325,1
AMZN,2359.22,350,1
ZM,164.24,175,1
APPL,280.9,0,0
AMZN,2345.16,450,1
AMZN,2395.63,50,0
APPL,279.13,125,1
AMZN,2351.81,150,1
ZM,159.44,100,1
APPL,286.06,125,0
AMZN,2336.28,800,1
ZM,157.04,225,1
APPL,278.97,350,1
ZM,155.63,175,0
APPL,281.61,425,1
APPL,279.32,75,1
AMZN,2351.02,850,1
AMZN,2337.72,700,1
AMZN,2413.16,300,1
APPL,284.47,75,1
ZM,160.94,175,0
AMZN,2392.23,450,1
AMZN,2385.87,250,0
ZM,161.67,375,1
AMZN,2377.4,600,1
APPL,281.82,425,0
AMZN,2379.4,950,1
APPL,278.23,400,1
AMZN,2342.54,300,1
AMZN,2356.71,600,1
APPL,286.97,175,0
AMZN,2354.78,650,0
APPL,284.27,75,1
AMZN,2390.26,350,1
AMZN,2392.07,50,1
ZM,164.42,150,0
APPL,287.01,475,0
AMZN,2356.02,50,0
ZM,157.65,50,0
AMZN,2398.32,550,1
APPL,285.67,125,0
ZM,159.21,425,0
APPL,286.34,450,1
AMZN,2383.19,150,1
AMZN,2389.3,150,1
APPL,284.44,150,1
APPL,283.45,125,1
AMZN,2353.1,550,0
AMZN,2380.64,800,1
AMZN,2380.65,850,0
AMZN,2404.33,800,1
ZM,161.83,475,0
AMZN,2409.26,200,0
AMZN,2376.91,500,0
APPL,283.91,50,1
ZM,160.18,25,0
ZM,157.77,100,1
ZM,164.13,400,1
ZM,162.82,175,1
AMZN,2404.34,600,1
ZM,161.59,425,0
ZM,162.18,25,0
APPL,279.13,125,1
AMZN,2371.44,600,0
ZM,155.88,0,0
ZM,159.95,475,1
APPL,282.99,200,0
AMZN,2414.76,200,1
APPL,283.48,325,1
AMZN,2387.43,50,0
APPL,283.96,25,0
APPL,284.57,300,1
ZM,161.8,0,0
AMZN,2413.37,250,1
AMZN,2407.01,50,1
ZM,157.9,450,1
AMZN,2365.89,850,1
ZM,160.02,125,0
ZM,162.31,0,0
APPL,278.58,325,1
AMZN,2370.38,150,0
AMZN,2356.01,250,1
ZM,163.55,400,1
AMZN,2387.31,850,0
ZM,163.55,100,0
ZM,160.86,350,1
AMZN,2411.74,450,1
AMZN,2378.08,700,1
APPL,285.15,200,0
ZM,159.93,350,1
ZM,160.37,475,1
APPL,282.4,475,0
AMZN,2350.6,0,0
APPL,279.91,300,0
APPL,286.97,150,1
APPL,286.73,50,0
AMZN,2337.02,750,0
AMZN,2384.19,850,0
APPL,281.57,50,0
AMZN,2388.91,150,0
ZM,156.86,375,0
AMZN,2388.98,650,1
AMZN,2393.73,200,0
APPL,280.14,250,0
APPL,278.93,175,0
ZM,162.47,200,1
AMZN,2412.38,750,0
ZM,158.58,50,0
APPL,280.86,225,1
AMZN,2377.35,450,0
AMZN,2410.58,350,1
AMZN,2410.1,600,1
AMZN,2355.35,950,0
ZM,161.92,75,1
AMZN,2377.06,500,1
ZM,159.69,425,1
APPL,284.43,350,0
APPL,278.62,350,1
AMZN,2389.31,250,0
APPL,287.51,225,1
AMZN,2339.4,100,0
APPL,283.01,125,0
APPL,284.3,275,1
APPL,286.82,225,0
AMZN,2386.64,750,0
AMZN,2379.37,100,1
AMZN,2375.34,850,1
ZM,155.81,100,0
ZM,162.63,125,1
APPL,285.12,350,1
APPL,282.83,150,1
APPL,286.96,450,0
AMZN,2368.39,150,1
APPL,278.81,400,0
APPL,287.55,150,0
APPL,278.29,325,0
APPL,280.18,425,0
AMZN,2361.42,0,0
AMZN,2383.07,650,0
ZM,158.1,100,0
APPL,282.95,175,0
AMZN,2374.06,100,0
AMZN,2361.11,150,1
APPL,282.87,250,1
ZM,163.3,375,0
AMZN,2392.55,650,0
AMZN,2385.25,0,1
APPL,278.94,300,1
AMZN,2342.33,400,1
ZM,161.49,325,0
ZM,155.83,425,1
AMZN,2366.32,800,1
AMZN,2336.31,500,1
ZM,155.63,250,1
APPL,285.79,225,0
APPL,285.77,100,0
ZM,157.92,325,1
ZM,159.05,50,1
APPL,282.2,350,1
AMZN,2338.75,300,1
AMZN,2391.05,800,1
ZM,158.73,75,1
AMZN,2351.85,900,1
APPL,277.86,425,1
APPL,287.28,475,0
APPL,286.21,375,1
ZM,156.8,150,1
ZM,161.86,0,1
APPL,279.73,250,1
APPL,278.08,300,1
AMZN,2358.22,450,0
ZM,163.39,200,1
AMZN,2361.89,150,1
AMZN,2376.84,950,0
APPL,287.62,250,1
ZM,160.03,225,0
APPL,279.22,175,0
AMZN,2372.79,850,1
APPL,286.39,475,1
ZM,163.78,150,0
ZM,163.02,100,0
AMZN,2383.52,650,0
ZM,163.04,375,1
ZM,163.22,50,1
AMZN,2344.82,100,0
AMZN,2356.97,500,1
AMZN,2358.28,800,1
ZM,156.29,225,0
ZM,163.93,75,0
ZM,164.18,450,1
AMZN,2403.13,450,0
ZM,163.05,0,0
APPL,281.6,150,1
ZM,161.53,475,1
AMZN,2370.37,900,0
ZM,160.98,25,1
ZM,164.05,400,0
APPL,284.9,125,1
APPL,287.1,50,0
APPL,278.11,125,0
ZM,162.11,75,1
AMZN,2374.37,200,0
ZM,163.08,275,1
AMZN,2337.18,800,1
AMZN,2373.62,0,1
ZM,160.21,425,1
ZM,157.14,350,0
ZM,158.27,475,0
ZM,161.89,100,0
ZM,158.58,250,1
APPL,287.27,225,0
ZM,160.22,425,0
ZM,163.69,275,0
ZM,156.12,75,0
AMZN,2375.31,500,1
ZM,162.17,50,1
APPL,285.43,200,0
ZM,156.26,100,1
ZM,159.76,50,0
APPL,287.69,350,0
APPL,279.62,125,0
APPL,277.84,75,0
APPL,279.23,275,0
ZM,163.16,50,0
ZM,162.92,475,0
AMZN,2358.84,300,1
AMZN,2400.31,350,0
AMZN,2382.31,900,1
ZM,164.09,450,0
ZM,156.72,375,0
APPL,280.9,325,0
AMZN,2356.78,500,1
ZM,161.56,175,0
ZM,155.98,25,1
AMZN,2389.63,100,1
APPL,280.72,450,0
AMZN,2350.02,750,0
APPL,278.55,200,1
AMZN,2376.32,300,0
APPL,281.67,350,1
AMZN,2391.03,50,0
APPL,287.32,300,0
APPL,280.91,150,0
ZM,162.6,375,1
AMZN,2335.01,850,0
AMZN,2394.33,100,0
AMZN,2347.17,50,0
APPL,282.82,150,1
AMZN,2403.44,750,0
APPL,278.66,300,0
AMZN,2365.21,550,0
AMZN,2405.18,500,1
AMZN,2385.71,500,1
ZM,163.16,100,1
ZM,160.92,50,0
APPL,284.49,400,0
APPL,278.44,225,1
APPL,280.25,100,0
ZM,161.62,325,1
APPL,287.02,350,0
APPL,283.66,325,1
ZM,164.32,25,0
AMZN,2370.01,700,1
APPL,281.36,225,1
ZM,162.4,350,0
ZM,159.88,325,0
ZM,155.81,175,0
ZM,164.22,150,0
ZM,163.42,100,0
ZM,160.23,375,0
AMZN,2398.94,450,1
AMZN,2406.38,550,0
APPL,285.57,350,1
APPL,281.3,375,1
APPL,281.19,425,1
APPL,282.93,0,0
ZM,162.52,50,0
APPL,287.39,0,0
ZM,158.73,250,1
APPL,284.7,200,1
AMZN,2368.83,150,0
ZM,159.5,350,0
ZM,158.05,0,1
ZM,156.89,250,1
AMZN,2399.01,400,0
AMZN,2399.89,750,1
AMZN,2403.58,350,0
APPL,279.0,425,0
APPL,281.66,350,0
ZM,158.69,125,0
AMZN,2373.6,350,0
APPL,284.43,200,1
AMZN,2391.5,650,1
APPL,283.01,350,1
ZM,160.06,375,0
ZM,160.03,100,0
APPL,287.4,425,1
ZM,156.84,450,1
AMZN,2353.04,700,1
AMZN,2391.51,150,1
APPL,282.69,75,0
AMZN,2414.88,550,0
ZM,161.65,125,0
APPL,283.57,350,0
APPL,284.94,300,1
ZM,157.53,375,0
APPL,282.33,375,0
AMZN,2374.54,550,1
AMZN,2391.57,50,1
ZM,162.85,350,1
APPL,282.25,400,0
ZM,160.81,325,1
ZM,158.22,25,1
ZM,156.43,150,1
AMZN,2387.43,250,1
AMZN,2408.81,50,1
ZM,156.08,225,0
ZM,163.76,325,1
AMZN,2401.21,500,0
ZM,155.84,175,0
AMZN,2347.16,250,1
ZM,163.58,350,0
AMZN,2366.91,50,1
ZM,162.85,325,1
ZM,161.7,125,1
ZM,155.93,400,0
AMZN,2385.14,350,0
ZM,162.52,200,0
AMZN,2383.71,300,0
ZM,155.74,375,0
AMZN,2341.83,50,1
AMZN,2376.41,50,1
AMZN,2377.35,400,0
AMZN,2393.84,800,1
AMZN,2397.26,250,1
ZM,163.96,75,1
APPL,277.97,125,1
AMZN,2367.55,50,0
ZM,156.85,100,1
ZM,163.96,300,1
APPL,278.11,75,1
ZM,162.99,75,1
ZM,163.65,475,1
AMZN,2337.22,850,0
AMZN,2407.31,800,1
APPL,283.85,25,1
ZM,159.39,225,0
ZM,162.05,475,0
AMZN,2406.06,900,0
AMZN,2387.63,850,0
APPL,287.08,75,1
AMZN,2398.92,400,0
ZM,159.85,350,1
APPL,285.46,225,1
APPL,278.62,125,0
APPL,287.24,275,0
APPL,287.64,350,0
APPL,281.9,100,1
AMZN,2384.33,700,1
AMZN,2358.89,50,1
APPL,283.19,200,1
ZM,159.62,0,0
ZM,160.31,175,1
APPL,284.05,325,0
APPL,282.46,150,0
APPL,287.03,425,0
APPL,284.65,200,0
ZM,162.82,450,1
AMZN,2381.46,950,0
ZM,157.79,200,0
ZM,158.7,175,1
ZM,158.08,200,0
AMZN,2395.81,600,1
AMZN,2351.03,450,1
ZM,155.65,475,1
ZM,159.43,0,0
APPL,279.05,400,0
ZM,159.43,125,0
ZM,163.87,225,1
APPL,277.99,25,0
APPL,277.83,275,0
AMZN,2369.44,650,1
ZM,158.21,450,1
AMZN,2410.04,500,1
ZM,157.21,50,0
AMZN,2395.54,200,0
ZM,156.11,100,0
AMZN,2373.07,100,1
ZM,160.21,100,1
AMZN,2354.47,250,0
ZM,162.98,400,0
APPL,277.95,375,1
APPL,280.99,200,1
APPL,283.15,225,0
APPL,286.13,350,0
APPL,286.87,350,0
ZM,157.9,150,0
APPL,286.85,75,0
AMZN,2405.41,600,1
AMZN,2354.58,350,0
APPL,286.52,250,0
APPL,286.02,175,0
AMZN,2351.37,400,0
ZM,159.71,50,1
ZM,161.76,100,0
AMZN,2373.62,450,0
ZM,164.15,175,0
APPL,280.02,50,0
AMZN,2410.08,700,1
APPL,280.97,400,0
APPL,278.82,400,0
AMZN,2348.95,350,1
AMZN,2341.99,150,1
AMZN,2339.73,500,1
APPL,285.3,100,1
AMZN,2405.72,950,1
APPL,284.13,300,0
ZM,156.13,450,1
ZM,159.83,300,1
AMZN,2409.44,200,1
APPL,279.21,350,1
AMZN,2410.66,450,0
ZM,163.78,325,0
ZM,160.16,450,1
AMZN,2376.33,550,1
ZM,158.2,150,0
AMZN,2412.57,100,0
APPL,279.44,100,0
APPL,282.46,100,0
AMZN,2347.51,300,1
APPL,282.33,0,1
AMZN,2357.64,900,1
AMZN,2377.17,800,0
ZM,161.2,100,1
AMZN,2409.5,600,1
ZM,159.58,50,1
APPL,284.38,50,0
AMZN,2366.17,700,1
APPL,287.47,225,0
ZM,162.07,375,0
APPL,282.32,400,0
AMZN,2365.24,450,0
AMZN,2340.12,550,1
AMZN,2346.51,550,0
APPL,286.57,100,0
ZM,161.26,375,0
APPL,286.4,475,0
ZM,162.54,200,1
AMZN,2391.67,600,1
AMZN,2340.25,350,0
AMZN,2401.3,850,0
ZM,161.96,300,0
ZM,162.65,150,0
ZM,161.62,25,1
AMZN,2353.03,0,0
AMZN,2399.0,700,0
ZM,155.65,50,0
AMZN,2340.91,400,1
APPL,281.38,0,1
ZM,158.76,100,0
ZM,158.17,0,1
AMZN,2372.84,850,1
AMZN,2401.3,600,0
ZM,161.1,450,1
AMZN,2335.19,350,1
APPL,284.67,375,0
APPL,286.03,150,0
APPL,284.94,325,0
APPL,283.32,0,1
APPL,281.36,125,0
ZM,158.77,0,0
APPL,287.29,375,1
APPL,281.83,400,0
AMZN,2412.66,200,1
AMZN,2341.27,50,0
APPL,283.25,0,1
ZM,163.37,0,0
AMZN,2368.58,900,0
AMZN,2361.34,800,1
ZM,161.94,225,1
ZM,158.03,475,0
AMZN,2354.83,950,1
APPL,283.4,250,1
AMZN,2338.23,750,0
ZM,162.26,450,0
ZM,161.11,400,0
AMZN,2342.69,350,1
APPL,278.51,350,0
APPL,279.06,425,0
APPL,285.18,350,1
APPL,279.59,300,1
ZM,158.3,150,1
AMZN,2391.79,700,1
ZM,159.68,225,1
ZM,161.43,275,0
APPL,285.57,25,0
ZM,159.74,450,0
AMZN,2337.94,300,0
APPL,278.82,475,1
APPL,286.16,250,0
AMZN,2389.97,0,0
AMZN,2375.09,500,0
AMZN,2335.18,0,0
AMZN,2346.0,250,0
ZM,161.95,350,1
ZM,158.56,425,0
ZM,159.52,75,1
AMZN,2362.82,550,1
AMZN,2342.58,0,0
APPL,285.55,400,1
ZM,158.73,300,1
ZM,155.86,150,0
APPL,278.63,0,1
APPL,281.98,375,0
APPL,279.51,0,1
APPL,278.56,475,1
ZM,155.8,275,1
APPL,282.33,75,1
ZM,161.33,425,0
ZM,157.96,200,0
AMZN,2368.96,100,0
ZM,164.42,375,1
AMZN,2373.92,250,1
APPL,286.67,0,0
ZM,161.08,125,1
AMZN,2394.03,900,1
AMZN,2402.54,150,1
AMZN,2338.82,850,1
AMZN,2400.58,700,1
ZM,157.16,150,1
AMZN,2402.47,550,1
AMZN,2372.07,700,0
AMZN,2344.82,550,1
ZM,161.51,200,1
APPL,280.42,225,1
AMZN,2402.77,950,1
AMZN,2340.79,200,0
APPL,287.71,25,1
APPL,285.93,400,1
ZM,158.71,450,1
ZM,158.67,275,0
APPL,280.84,200,1
ZM,161.17,425,1
ZM,163.04,75,0
AMZN,2347.38,950,0
AMZN,2378.98,850,1
ZM,160.67,50,1
APPL,282.89,0,1
AMZN,2371.54,650,0
AMZN,2359.45,700,1
AMZN,2402.03,100,0
APPL,285.56,350,1
AMZN,2408.92,550,1
ZM,158.88,225,0
AMZN,2365.47,150,1
APPL,280.94,125,1
APPL,280.01,350,0
APPL,283.26,275,0
AMZN,2404.15,950,1
